Product_id,Title,Title_Length,Bullet_points,Description,Product_type_id,Product_length,Short_title,Short_Title_Length
1893492,"BLISSart Coffee Mug, Chai Cup, Milk Mugs, Tea Cups, Ceramic Motivational Quotes Printed Mugs Gift for Men, Boys, Student, Kids, Friends, Colleague, Office, (Single Piece, Black, 350ml)",184,print quality we use 6 ink printer to print mugs that gives more accurate  durable print than the 4 ink printersproduct quality a grade ceramic material used in making these mugs which makes it more durable  strong without any pin dot on the mugfeatures printed both sides elegant look of unique luxury latest stylish designs by the designers dishwasher safe microwave and oven safe bpa free environment friendly reusable and odorless instructions do not scrub from outside design on the mugblissart inspirational quotes mugs suitable for home office team colleagues coworkers friends employees staff boss kids students men women boys girls girlfriend boyfriend lovers couple husband wife brother sister son daughter father birthday gifts corporate gifts use for black coffee black tea cold coffee hot coffee mug green tea cups travel mugs crockery itemswide range of collections for all type of occasions baptism easter christmas graduation bat mitzvah birthday thanksgiving hanukkah memorial day kwanzaa new year bachelor party communion independence day retirement bar mitzvah bachelorette party cocktail party st patricks day housewarming confirmation halloween,pstrongabout bissart child brand of leejohn fashionstrongppstrongblissartstrong is a top brand with very low returns awarded as highly rated brand for the year 202021 you can be assured that you are selecting the best when you are buying blissartppenhance your tea or coffee experience with these unique styled and good quality coffeemilk mugs teacups and saucer sets of 46 with your family or friends featuring an attractive and stylish designmilk mug from blissart these coffee milk mugs are best for serving tea coffee milk hot chocolate green tea black tea black coffee milkshake chocolate milk lassi and other hot beverages these coffeemilk mugs would be a wonderful addition to your homeppits a beautiful gift for your loved ones and a perfect gift for any occasions like raksha bandhan gift christmas gift couple gifts for anniversary or husband and wife birthday gift for sisters and brothers farewell gifts for colleagues unique gifts for girls and boys gift ideas for women coffee mug for men and womenâs birthday gifts for girls and boys mothers day fathers day womens day teachers day rakhi diwali corporate official etc these ceramic unique stylish bone china white clear official latest design cup saucer sets of 6 200ml coffee mugs 400ml set of 2 teacup set of 6 300ml are made for a great gift that will surely spark a smile on anyones faceppblissart products make you happy by drinking a hot cup of your favorite beverage in this coffee mug dishwasher safe microwave and oven safe freezer safe nontoxic reusable odorless and crafted from ceramic which gives it a nice finishppstrongfeaturesstrongpullimaterial ceramiclilidesign attractive multicolourlilimicrowave safelilidishwasherlilifreezer safelilienvironment friendly food grade toughened extra strong ceramic durableliliscratch resistancelilimade in indialiul,1396,472.4409444,Milk Mugs Tea Cups Ceramic Motivational Quotes,46
108167,Terrors and Experts,19,Unknown,Unknown,84,550,Terrors Experts,15
1763196,"NyeKoncept Mid-Century Dining Chair, Green",42,cafr approveddyesublimation printed designmade in the usa,Unknown,8345,2150,Century Dining Chair Green,26
424237,Johnny Mack Brown: Classic Comics Library #340: The Complete Dell Four-Color Series --- Over 375 Pages --- All Stories -- No Ads,128,Unknown,Unknown,12415,850,Brown Classic Comics Library Complete Dell Color,48
183691,The Mental Side of Golf,23,Unknown,Unknown,207,598.424,Mental Side Golf,16
2354384,"Stupell Industries Mint Sprigs Best of Herbs Garden Plants, Designed by Verbrugge Watercolor Wall Plaque, 10 x 15, Green",120,dimensions 10 x 05 x 15 inchesready to hang  no installation or hardware neededcreate beautiful art displays by learning and layering new artworks against your walls simply rest the artwork against a flat surface for a creative and clean presentation perfect for empty shelving or mantels no installation or cleanup requiredall of our wall plaques start off as high quality lithograph prints that are then mounted on durable 05 inch thick mdf wood each piece is hand finished and comes with a fresh layer of foil on the sides to give it a crisp clean lookdesign by verbrugge watercolor,Unknown,6548,1000,Mint Sprigs Herbs Garden Plants Designed Green,46
1527689,ArtzFolio Mid 1800s Old World Map Western & Eastern Hemispheres Bulletin Board Notice Pin Board | Vision Soft Board Combo with Thumb Push Pins | Black Frame 15.2 x 12 inch (39 x 30 cms),185,multipurpose use flexible mounting  use it both vertically or horizontally  pin up your notes reminders or photos  keep your space clean of any paper clutter  hang it as a wall paintingmaterial framed cork board with a selfhealing adaptive technology  soft reclosing surface  covered with natural finish printed fabric  easy usage of push pins anywhere on the entire soft board  pin board black frame  pin board black frame  package 1 bulletin boards framed  size 152 x 12 inch 39 x 30 cmswith framing black colour frame  075 inch wide polystyrene fibre frame not wood  engineered wood at the back for additional strengthelegant  everywhere use framed pin board to enhance the beauty of your home  office  ideal for use in your living room kids room  kitchen as well as for hotels hospitals schools  officesquality assured framed lightweight  durable  handcrafted  made to perfection  no assembly required  prefitted with wall hanging hooks  dispatched after multiple quality checks,Unknown,5267,1520,Mid Old World Map Western Hemispheres Board Board,49
1086918,"Griot's Garage (10526) Orange 5.5"" Foam Correcting Pad",54,chamfered edge maximized footprint improving productivity and safetythermoset bonding adds durabilitypremium loop attachment for longlasting attachment of the backing plateset of three,Unknown,7430,620,Griots Garage Orange Foam Correcting Pad,40
1235726,Topline Pittsburgh Pennsylvania Snow Globe 65mm,47,glass,this is a 65 mm pittsburgh pennsylvania glass snow globe it measures 8 inches around the globe and 4 inches from base to top of the globe this is a great item to add to your collection,8501,300,Mm 65Mm,7
232089,"Hide and Seek, Or, the Mystery of Mary Grice",44,Unknown,Unknown,99,744.093,Hide Seek Mystery,17
1471276,"Large Desk Pad Mouse Pad, Aisakoc 35.4''x15.75'' Non-Slip PU Leather Desk Mouse Pad Waterproof, Dual-Side Use Desk Gaming Writing Mat for Office Home (Brown+Grey)",162,dual side desk pad  specially designed with 2 color options each side has one color both side can be used we offer various of colors to choose its a ideal desk accessory to adds a great pop of color to your deskwaterproof desk protector pad  made of waterproof durable pu leather material protects your desktop from scratches stains spills and scuffs the surface of pad is also very easy to clean by wet clothlarge desk mouse mat  size of 354â x 1575â the desk mat is large enough to accommodate laptop keyboard mouse books and still has plenty of room for movement perfect for your wooden glass and plastic desksnonslip desk writing mat  both of sides is antislip its firm enough to keep the mat in one place during writing typing and browsing comfortable and smooth surface make it can be as a mouse pad or writing matwidely used its a great desk organizer to keep your desks clean and tidy ideal for office desks home desks student desks computer desks and dining tables etc come with a strap to roll up the pad easily and take it to anywhere it is also a good gift choice for your family friends and yourself,bitem size 354 x 1575x 008 inches 900 x 400 x 2 mmbbrbrbsmooth surface for comfortable operationbbrmade of pu leather smooth surface let you feel comfortable and reduce fatigue on your arms and hands during movementbrbrbdual sides dual colorsbbrboth sides of mat can be used each side has one color just turn it over and you can utilize it offer various colors match any desksbrbrbelegant and modern elementbbrour desk cover pad has a streamlined look with sleek sophisticated design its a perfect gear for your workspacebrbrbwider area surfacebbrprovide large area to place your keyboard mouse books and other desk widgets and still has spacious room for movementsbrbrbwaterproof and nonslipbbrthe surface of pad is waterproof and antislip it is easily keep your desk clean and keep the pad stay one place even in intense movingbrbrbportable design no creasebbr the mat come along with a strap its easily rolled up to carry anywhere meanwhile the soft pu leather mat will lay flat when you unfold it without any creasebrbr bwhats your getbbr 1 x large desk mouse padbr 1 x pu leather strapbr12month warranty with considerate customer servicebrbr bwe offer friendly customer support in 24 hours7 days please dont hesitate to contact us if you have any questions about this desk mouse padbbr,5218,3543.307083,Large Desk Aisakoc Non - Slip Dual Side Use Desk,48
2853248,Threeworld Women's Famous Rajasthani Latest Fashion Slipper/Flip-Flops (White)-AKM-37,85,color white  size37 foot length size 235 cm 4 ukclosure slip onslippers for women fashion without heelsheel type flatsproduct colour may slightly vary due to photographic lighting sources or your monitor settings,elevate your style with this classy pair of womens fashion slipper from the house of threeworld brand featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade,3300,629.9212592,Threeworld Womens Famous Rajasthani Latest Fashion,50
2758005,"KPSUN Men's Quick Dry Sports Tank Tops Athletic Gym Bodybuilding Fitness Sleeveless Shirts for Beach Running Workout, Black/Navy, X-Large",137,softbreathable and quick dry moisturewicking fabrics keep you dry and comfy4way stretchy  construction provides you a greater range of motionsleeveless design tagless collar a softer feeling of the fabrics means minimum skin irritationeflective logos for greater visibility on lowlight runssolid color can team the bodybuilding stringer with various sports apparelperfect for athletic running gym bodybuilding workout fitness training basketball beach boxing casual wear and other outdoor activities,bkpsun menâs sports tank tops detailbbr skinfriendly material  lightweightsoft and breathable fabric offers a comfortable fitbr 13way stretchy  construction provides you a greater range of motionbr quickdry  wicks sweat away and helps keep you drybr wellcutted arm holes  sleeveless design helps move your arms freely and work out comfortablybr reflective logos  greater visibility on lowlight runsbr perfect  various outdoor  indoor sports activitysuitable for running jogging walking workout gym training camping climbing cycling traveling everyday wear etcbr care  machine washable and wash in cold waterbr cut  relaxed fitbr,2823,255.9055116,Kpsun Mens Quick Dry Sports Tank Tops Athletic Gym,50
1681912,"UOMNY Toddler Baby Blanket - Soft Cot Nursery Comforter Quilts for Boys and Girls 36""x48"" Cotton 1 Pack kids'crib Blankets Nursery Blanket Lightweight (Spaceship Nap Blanket White)",180,ãhigh qualityãthis pure cotton quilt will be lightweightsoft kind and comfortable to babyâs skinãeasy careãblankets are machine washable and dryable for easy cleaning and care sleep your baby and peace covered in love and keep longlasting durable qualityãbeautifulãquilted blanket made of cotton perfect for all crib sizes and most toddler beds measures 36x48ãsecure printingã no cheap printed look and more importantly no chemical inks to leach into little onesâ bedding lead free latex freeno staticproduced with your babys wellbeing in mind using only the softest cotton to keep irritation and discomfort at bayãmultiple uses ãas baby blanket for bedsofacouch or outside travel and picnic,bspecificationsbp bbranduomnybp bproduct dimensions3648 inchbp bmaterial type100 cottonbp b100 cottonsafe and nontoxic material kind to your babys skin all of it is the best cute and beauty baby health mum happy bp bnotebp p1 there is a little bit size deviation due to manual measurementp p 2 because of light effect and weather please allow a little bit of color difference between the picture and the item p p 3 please confirm the size chart carefully before you purchase the item the table above is a reference for you please choose the right one according to your babys actual size p p 4 if you satisfied with the itemplease leave a kind review thank you  any question will be answered right now p bpackage includebp p1 pack x blanket and well packagep buomny baby store  providing high quality baby clothing bp buomny which registed in usa trademark office and promise to provide the highest quality products and service to worldwide customersbp,9981,4800,Blanket Soft Cot Nursery Comforter Quilts Boys,46
944140,Health Enterprises Therapod Hot-Cold Pack,41,Unknown,Unknown,11857,600,Health Enterprises Therapod Hot Cold,36
2952480,The KARIGARS comfartable Sofa Set,33,the structure of the sofa is made of horn beam wood and elastic colon under seating to give firm and solid shapeprimary material leatherette upholstery material leatherette,this sofa was constructed featuring handpicked upholstery with excellent finish made from solid wood,8385,393.700787,Karigars Comfartable Sofa,25
219765,Rare Books and Their Prices,27,Unknown,Unknown,112,614,Rare Books Prices,17
2678897,"The Himalayan Women Croptop (Medium, 01 Maroon)",47,care instructions machine washfit type westernstyle  crop topoccasion casual  party  beach  formal  meeting  office wear collar style round collar sleeve type long sleevecare instructions machine wash fit type stretch fabric cotton  polyester blended fabric style crop tee length  16 inches stretchable fabric hand feeling soft fabric for a comfortable feminine touch stretchable fit perfect in this season ideal for workout home casual this shirt packs beautifully and looks smart paired with yours favorite measurement details s  34 bust m 36 bust  l  38 bust length 20 inches,occasion casual  party  beach  formal  meeting  office wear collar style round collar sleeve type long sleeve care instructions machine wash fit type western style  crop top,3077,314.9606296,Women Croptop Medium Maroon,27
209044,"Anything You Can Do I Can Do Drunker: 6x9 Beer Tasting Journal for Rating, Reviewing, and Taking Notes",102,Unknown,Unknown,77,600,Drunker Beer Tasting Journal Rating Reviewing,45
1399270,BURGAN 888 All Terrain Tactical (Side Zipper) Combat Boot | Lace Up Padded Jungle Everyday Style | Unisex for Men and Woman | Lightweight Military Motocycle Outdoor Hiking Fashion Work Shoes Black,196,what you get the 888 model tactical zipper boot is an all around terrain boot this boot was designed to take on tough conditions so whether it is hiking on the mountains or working on the job these boots will conquer anything it has a high strength ykk zipper lightweight pu midsole with a outsole thatâs slip and oil resistant as well as a soft fabric eva cushioned insole for lasting comforthow to use combat and tactical design yet made for everyday fashion simply unzip slide your feet in and zip it up you will only use the laces to snug them tight the first time you put them onstyle the boot also features stateoftheart direct attach midsoleoutsole construction which is utilized to provide the end user with extraordinary shock absorption capabilities as well as class leading durabilityhow itâs made these boots are built tough made with military specifications with 100 breathable  waterproof leather and suede the polyurethane pu outsole has lungs for traverse and offers excellent traction for irregular surfaces contains a synthetic sole the slip and oilresistant outsole is designed to maintain a reliable multisurface traction that allows for multiterrain traversal with confidencethe size these combat tactical boots come in various sizes make sure to check out sizing chart for best fit these designer army comb shoes are comfortable and a great outdoor essential for airsoft players and the choice for girls and ladies looking for that urban emo goth punk street fashion look,pthe 888 model tactical zipper boot is an all around terrain boot this boot was designed to take on tough conditions so whether it is hiking on the mountains or working on the job these boots will conquer anything it has a high strength ykk zipper lightweight pu midsole with a outsole thatâs slip and oil resistant as well as a soft fabric eva cushioned insole for lasting comfortp pthe boot also features stateoftheart direct attach midsoleoutsole construction which is utilized to provide the end user with extraordinary shock absorption capabilities as well as class leading durabilityp pbtechnical specificationbp lithis direct attach construction reduces weight and while the burgâclench tm outsole itself provides superior tractionli limade to international military specification and standardsli ligenuine suede softy leather ranging between 18 to 20 mm thicknessli lihigh anticrack outsole efficiencyli limedial side ykk zipperli lihookandloop tab covers zipper during wearli lioil and chemical resistant pu outsole has open lugs for traversing and provides excellent traction on irregular surfacesli lipolyurethane midsole is lightweight and provides excellent cushioning and has longlasting elastic efficiencyli libreathable moisture wicking cambrela mesh liningli litough polyester and cotton woven lacesli lidouble sided fully circular eyeletsli lidurable direct attach constructionli lidesigned to resist dust and sand penetrationlibr pbeuropean and us size conversion for woman  malebp p35 eu 55 wbr 36 eu 65 wbr 37 eu 7 wbr 38 eu 8 w  7 mbr 39 eu 9 w  8 mbr 40 eu 95 w  85 mbr 41 eu 105 w  9 mbr 42 eu 115 w  10 mbr 43 eu 125 w  11 mbr 44 eu 115 mbr 45 eu 125 mbr 46 eu 13 mbr 47 eu 14 mbr 48 eu 15 mp,3242,1230,Burgan Terrain Tactical Side Zipper Combat Boot,47
1231371,"Pink : YF-TOW 301-400ml Personal Glass and Ceramics Made Tea Infuser & Mug, Teapot/Teacup (Pink)",96,Unknown,Unknown,6,468.5039365,Yf Tow 400Ml Personal Glass Ceramics Made Tea,45
1853691,"Calvin Klein Women's Shirred Surplus One Piece Swimsuit, Atlantis, 4",68,adjustable strapsremovable soft cupsuv protection up to 50 upfspf,Unknown,3073,600,Womens Shirred Surplus Piece Swimsuit,37
2500554,Chiraiyaa Mario lugie Cartoon face Designer Printed Premium Back Cover Case for iQOO Z3,87,hard casesmooth finishperfect fitprinted on sidespolycarbonate case,we all know that fashion fades but style is eternal and in this culture where being stylish is vital to be ahead on fashions track we can never ignore innovation creativity style with an outline of utmost standard  now a days mobile covers are not only designed to support and safeguard your gadget but its a fashion outlook too it provides you a chance to become a trend setter with its uncommon and appealing design for your iqoo z3 back cover we believe in designing the mobile covers which add fun and charm to you life and make you the cynosure wherever you go every product is not only in vogue but also durable and reliable,12064,708.6614166,Face Designer Printed Premium Cover Case Iqoo Z3,48
2637117,"CQLEKÂ® Flexible Â® Laptop Stand Adjustable for Desk, Portable iPad Stand Computer Stand, Aluminum Laptop Riser Holder, Foldable Laptop Cooling Stand with 6 Levels Height Adjustment",185,ââœadjustable and ergonomics the laptop stand has 7 adjustable heights 268583 inches which can be adjusted to a comfortable operating angle and height according to your actual needs 75â conforms to the arc design of the wrist  allowing the wrist to be operated more comfortably the ergonomic design can fix the posture reduce neck fatigue back pain and eye fatigue when watching videos or reading books very suitable for home office and outdoor workââœfoldable and lightweightcreative portable foldable design and lightweight aluminum alloy materiallaptop stand can be folded to the size of 1017707inch it weighs only 06 lbs and comes with a portable storage bag to make it easy to carry and use at the home office or other placesââœsturdy and protective cqlek notebook computer stand is made of anodized aluminum the double m design is more sturdy and can support a weight of 88 pounds 40 kg through sandblasting and wire drawing 12 nonslip rubber pads are added to protect the equipment from scratches or sliding to the greatest extent you cant imagine it is durableââœcooling and ventilation design it can easily absorb and dissipate heat in addition the hollow design and forward tilt angle provide excellent heat dissipation and natural airflow to prevent the laptop from overheating this portable laptop stand is the perfect companion for your precious equipmentââœwide compatibility our laptop stand is compatible with all 10156 inch laptops also suitable for tablets and books become your ideal companion at home office and outdoors we provide customers with free replacement within half a year if you encounter any problems during use please contact us we will solve the problem for you until you are 100 satisfied,ðÿ â adjustable laptop stand portable foldable holder for notebooks  laptop stand feature âºgreat for your health  height adjustment accords to ergonomic design which adjust posture correct posture can ease pains in shoulder and waist prevent eyestrain and even eliminate hand fatigue âºgreat for your device  the stand holder with reasonable design can prevent your laptopnotebook computertablet from overheating âºeasy to carry  it is foldable and lightweight you can take it with you everywhere âºconvenient to store  easy  quick action opens and closes the stand and takes up very little space when closed âºsimple to use  make of very durable steady and stable materials which make the stand easy and solid to use âºworks for 9156 inch device  support laptop or tablet vary from 9156inches product parameters color multi material abs  siliconealuminum alloy weight 250g folded size 10 x 23 x 06 inches maximum loading capacity 44 lbs,593,236.2204722,Laptop Stand Adjustable Desk Computer Stand,43
2133618,Delight item shop Outdoor Iron Frame Deluxe Patio Garden Porch Canopy 3 Seats Swing Bench Chair,95,made from steel tube construction with polyester and texteline materialideal choice to put in your garden or yardoverall dimension 1945 x 12352 x 17399 cmcolor black  white weight capacity 250kgplease note that the size and color of the unit may vary slightly as this is a handcrafted unit,description 1strong and durable made of heavy duty powdercoated iron and faderesistant jacquard mesh fabric 2loveseat able to sit and swing two people with ease 3elegant and comfortable curved arms and well ventilated bench seat provide more comfort 4enjoyment smooth and quiet sliding motion,5826,7657.480307,Item Shop Outdoor Iron Frame Deluxe Patio Garden,48
705394,Twentieth Century Church Architecture in Germany,48,Unknown,used book in good condition may have some markings and writings note the above used product classification has been solely undertaken by the seller amazon shall neither be liable nor responsible for any used product classification undertaken by the seller atoz guarantee not applicable on used products,11,858.266,Twentieth Church Architecture,29
2550350,"Nbulwbln Toddler Baby Girl Fall Winter Skirt Skort Solid Color High Waist Ruffle Pleated Tutu Skirts Shorts Outfit Clothes (Velvet Red, 6-12 Months)",148,comfortable material high quality lightweight soft and skin friendly pu leather fabric very comzy to wearwellcut design this girls skirt is uinque and personality solid color hihg waist pleated tutu mini skirt skort its sure to impressclassy and vintage outfit easy matching with legging shirt jacket coat etc size 612 months 1218 months 1824 months 23t 34t are available please refer for size table before buyingsuitable occasion this skirt could be wear at most occasions such as casual daily wear street wear holiday birthdays school party pageant sister matching etcpackage include 1 pc girls skirt quality assurance if theres any problem with our item can be returned or refund,nice to meet you at such a beautiful daybr dear customer you will be the vvvip in our storebr we provide the most costeffective products and best servicebr any question please feel free to contact us any timebr we are honored to serve youbr toddler baby girl pu leather skirt skort solid color high waist ruffle pleated tutu skirts shorts outfit clothes,2418,590.5511805,Nbulwbln Toddler Baby Girl Fall Winter Skort Solid,50
2388637,"COZY FURNISH Linen Textured Cotton Curtains for Door, Hangs Elegantly with Back Loops (4.5ft x 7 ft,) (Seagreen)",112,why cozy furnish curtains our premium cotton linen look curtains block only 6580 light creating vibrance and positivity in the room the rustic matte surface finish of cotton avoids the cheap shiny satin polyester look these bestseller curtains are generously sized catch less dust hang elegantly on curtain rod with back loops wash easily in the machine and are priced 50 less compared to storesmaterial  shrinkage 100 thick 350 gsm cotton canvas with shrinkage controlled upto 4 we have added 13 in length over and above the size mentioned to account for shrinkage being premium cotton it catches less dust compared to polyester curtainshanging style  wash care there are 7 loops on the back side of each panel so that the curtain hangs beautifully no cheap rusting metal or plastic eyelet rings have been used and hence can be washed by hand or in a washing machine do not rub the hand block motifs and wash the solid dark colors separately for the first few washesperfect sizing  generous width the width of each panel is 20 more than those available in the market each panel is 45ft x 7ft  54inch x 84 inch  137 cm x 213 cm wide 2 panels are included length may be 13 inches more than mentioned to compensate for shrinkage post washingwarranty  care we take utmost care in manufacturing our products and provide 90 days replacement warranty if a client faces any quality related issues please get in touch with us and we will resolve it on priority,why cozy furnish curtains our premium cotton linen look curtains block only 6580 light creating vibrance and positivity in the room the rustic matte surface finish of cotton avoids the cheap shiny satin polyester look these bestseller curtains are generously sized catch less dust hang elegantly on curtain rod with back loops wash easily in the machine and are priced 50 less compared to stores material  shrinkage 100 thick 350 gsm cotton canvas with shrinkage controlled upto 4 we have added 13 in length over and above the size mentioned to account for shrinkage being premium cotton it catches less dust compared to polyester curtains hanging style  wash care there are 7 loops on the back side of each panel so that the curtain hangs beautifully no cheap rusting metal or plastic eyelet rings have been used and hence can be washed by hand or in a washing machine do not rub the hand block motifs and wash the solid dark colors separately for the first few washes perfect sizing  generous width the width of each panel is 20 more than those available in the market each panel is 45ft x 7ft  54inch x 84 inch  137 cm x 213 cm wide 2 panels are included length may be 13 inches more than mentioned to compensate for shrinkage post washing warranty  care we take utmost care in manufacturing our products and provide 90 days replacement warranty if a client faces any quality related issues please get in touch with us and we will resolve it on priority,1650,39.3700787,Furnish Linen Textured Cotton Curtains Door Hangs,49
2551449,The German Wife,15,Unknown,Unknown,99,580,German Wife,11
384536,Financial Planning and Counseling Scales,40,Unknown,Unknown,6189,610,Financial Planning Counseling Scales,36
1262285,"Design Art PT8711-3P Blue Fractal Flower Pattern - Floral Canvas Art Print - 36x28in - Multipanel 3Piece,Blue,36x28 3Piece",122,this beautiful art is printed using the highest quality fade resistant ink on canvasdesignarts fine art giclee canvas prints are printed on premium quality cotton canvas using the finest quality inks which will not fade over timethis artwork is stretched over solid 1 inch wood subframes and arrives ready to hang on the wall,Unknown,1557,100,Design Art Pt8711 Blue Fractal Flower Pattern,45
1290117,"Perry Ellis Men's Standard Rolled Sleeve Solid Linen Cotton Shirt, Aqua Sea, Medium",83,point collar shirtlinen cotton blendchambray fabricroll up sleeve,perry ellis size guide bring some tailored poise to your dresseddown look with a perry ellisreg rolledsleeve linen cotton shirt regular fit woven shirt with added stretch for allday comfort buttonup shirt in a light breathable plainweave fabrication breathable cotton and linen blend features a soft fabric finish narrow spread collar full buttonfront closure long sleeves with adjustable buttoned cuffs button tabs fix the rollup sleeves straight back yoke shirttail hemline 60 cotton 40 linen machine wash line dry imported measurements length 30 in chest measurement 42 in product measurements were taken using size md please note that measurements may vary by size,2851,500,Perry Rolled Sleeve Solid Linen Medium,38
1129272,10pcs. 3/16x3/8x1/8&quot; Precision Ball Bearings Chrome Steel ABEC 3 YE Rubber Seals,85,Unknown,Unknown,8500,399.9999996,Precision Ball Bearings Ye Rubber Seals,39
2041180,"Guppies Care Guides: The Complete Guides to Caring For the Guppies: Feeding, Housing, Health Issues and Lots More",113,Unknown,Unknown,83,500,Guppies Care Guides Complete Guides Caring Guppies,50
515005,Reality Bytes,13,Unknown,Unknown,96,600,Reality Bytes,13
2186617,"TRUEMAGNET Premium ''Flower Painting'' Printed Hard Mobile Back Cover for Samsung Galaxy A90 5G, Designer & Attractive Case for Your Smartphone",143,product quality premium quality printed mobile back cover with smooth texture and extremely durable materialdesign unique design for smartphone with optimal cutouts for buttons and ports  perfectly fits to your phonehardness help to keep your phone safe and prevent your phone from scratches  damagescomfortable it is very comfortable for your hand and very easy to griplight weight it is very light weight for your hand  easy to carry,this premium back cover is attractive for your smartphone its gives the best look to your smartphone it is made up of high quality material which provides best protection for your phone the cover is comfortable light weight and has unique printed design and perfectly fit for your smartphone  it is made up from extremely durable polycarbonate material,12558,314.9606296,Truemagnet Premium Flower Painting Printed Hard,47
974199,"Fun World FW-3019-3PK Easter Unlimited, 25"", Multi Color",56,12 containers of plastic eggs3 pack totaling 36 eggsassorment of colorsno sharp hingesevery egg snaps together,qty is a three pack of plastic eggs for ages 3 and up,1426,600,World 3Pk Easter Unlimited Multi Color,38
63405,En Espanol: Level 3,19,Unknown,Unknown,1,1000,Espanol Level,13
1890729,TOPINCN Rubber Spindle Sanding Drum Sander Tool Kit Set (20 Pieces ) with Case for Drill Press,94,selfexpanding cushion is easy to install and designed to hug sleeves for a tight grip keeping sanding paper in place for an extra fine finishstandard size drums are common and compatible to use with rotary tools such as drill presses and hand power drillsquality construction built is long lasting lightweight and durable for sanding holes contouring edges and buffing out irregular shapesit comes with strong storage case for quick access and protectionideal accessory for home improvement hobbies diy carpentry wood working and many more,bfeaturesbbr selfexpanding cushion is easy to install and designed to hug sleeves for a tight grip keeping sanding paper in place for an extra fine finish standard size drums are common and compatible to use with rotary tools such as drill presses and hand power drills it comes with strong storage case for quick access and protection quality construction built is long lasting lightweight and durable for sanding holes contouring edges and buffing out irregular shapes ideal accessory for home improvement hobbies diy carpentry wood working and many more br bspecificationsbbr quantity 20pcsbr weight approx 910g4pcs rubber drum sizesdiameterheightshank diameter12inch64mm  252inch3mm  012inch34inch64mm  252inch6mm  024inch1inch64mm  252inch6mm  024inch112inch64mm  252inch6mm  024inchbr br bpackage includedbbr 1pcs x 12 rubber drumbr 1pcs x 34 rubber drumbr 1pcs x 1 rubber drumbr 1pcs x 15 rubber drumbr 2sets 8pcs x coarse sleeves 80gritbr 2sets 8pcs x fine sleeves 120gritbr p 1 x case pp br pp bnoteb pp only rubber drums sanding sleeves and case no other stuff included p,10030,1102.362204,Topincn Rubber Spindle Sanding Drum Sander Tool,47
2417950,Women Solid Open Front Pockets Cardigan Formal Suit Long Sleeve Slim Fit Work Office Coat Blazer,96,material polyester and spandex lightweight and comfortable to wearfeatures lapel front placket long sleeves solid color slim fit buttoned plus size cute and elegant suit jacket you can wear tights or jeans many colors and different sizes are availableoccasion when you have this classic backslit lapel suit jacket in your closet it is easy to turn any outfit into an elegant business outfit this elegant jacket features a notched lapel design and a single button closure on the front making it perfect for office usematching elegant style very suitable for matching high heels sports shoes jeans suit pants sun xin wants to match business style and casual stylesize our size is too small and it is recommended to buy larger than the daily size we have perfect aftersales service hurry up and add to the shopping cart,brbiproduct informationbibr brseasonspringwinterautumnbr brgender womenbr broccasion casualbr brmaterial polyester br brdecoration animalbr brclothing length regularbr brpattern typesolid colorbr brstyle fashion causalbr brwhat you get 1x women blouse coatbr,3063,590.5511805,Women Solid Open Front Pockets Cardigan Formal,46
2255875,Mermaid Mermaid Hydro-Boost Night Cream 30g,43,mermaid mermaid hydroboost night cream 30ghydrates the skin and retains moisture for longer hoursconatins hylaronoic acid and seaweeditem package weight 500 grams,Unknown,10161,157.48,Mermaid Hydro Boost Night Cream G 30G,37
1784097,ZEHER Designer Printed Back Case Cover for i Phone 11 pro Hard Case- Fuck Printed Designer Printed Back Cover,109,beautiful back cover cases stiff and tough case which lowers the chances of phone damage and will also give your mobile a sophisticated lookfix perfectly around the inner shell to absorb impact form drops bumps and shockscomplete access to all features of the device including microphone speaker camera and all buttons enhance the appearance of the overall phoneeasy to install and uninstalldesigner cover case,premium printed case keeps your mobile clean  protected manufactured in india this case allows easy access to all buttons controls and ports of your device this case covers full back side of your device and need not to replace the actual back cover our cases are multifacted dynamic ambitious  flawsome,12064,157.4803148,Zeher Designer Printed Back Case Cover Phone Pro,48
58414,Ravensdale's Defiant Captive (The Ravensdale Scandals),54,Unknown,Unknown,99,422.00703,Ravensdales Defiant Captive Ravensdale Scandals,47
127934,Divorced: Surviving the Pain Mediations on Divorce,50,Unknown,Unknown,129,550,Divorced Surviving Pain Mediations Divorce,42
1073034,CalTrend Front Row Bucket Custom Fit Seat Cover for Select Ford Focus Models - SportsTex (Black),96,made with tough canvaslike material that delivers protection and stylescuffresistant ideal and recommended for work trucks and petsprecision cut and custom made for your vehicle so no sagging or wrinklingmade in the usaeasy to install no tools required slips over original upholstery,Unknown,7492,2100,Caltrend Custom Seat Cover Select Focus Models,46
1915886,Navya Agriallied Amaltash Seeds Cassia fistula Golden Shower Seeds Pack of 100 Grams,84,package contents 100 gram amaltash seeds,package contents 100 gram amaltash seeds cassia fistula is widely grown as an ornamental plant in topical and sub topical areas it blooms in late spring flowering in profuse with tree being covered with yellow flowers many times with almost no leaf being seen pretreatment  hot water treatment gave 75 and h2so4 treatment gave 35 result nursery technique  seeds are sown in primary beds in marchapril germination takes place in early rains and continous for 6 to 7 weeks they are pricked out to polybags in first rains and planted in the second rains,5751,800,Agriallied Amaltash Seeds Golden Seeds Grams,44
